honest_proportion,round,total_honest_effective_balance,alpha,sum_balance_honest,sum_balance_all,take
0.3000000000000001,0,658,0.54149329662323,960.0,3106.449772849016,0
0.21000000000000005,1,700,0.08298659324645996,653.289954569804,3043.2188435666562,0
0.23000000000000007,2,523,-0.3486143946647644,697.945669306811,3034.1413058533753,0
0.17,3,793,-0.7862713038921356,520.7897683816107,3078.427842442235,0
0.26000000000000006,4,610,-1.2056351006031036,800.283494940863,3157.282730581962,0
0.20000000000000004,5,783,-1.652294635772705,630.1131522585298,3297.016126574893,0
0.25000000000000006,6,605,-2.0808517932891846,826.3463478233734,3465.2734506295797,0
0.19000000000000003,7,544,-2.524521440267563,662.9128427328156,3710.3379702425327,0
0.17,8,320,-2.9500243961811066,635.9697148916673,4014.3982536780404,0
0.09999999999999999,9,416,-3.3693881928920746,405.1116748150893,4417.181735295387,0
0.12999999999999998,10,384,-3.766956865787506,571.9574052476673,4826.838258849076,0
0.11999999999999998,11,480,-4.173923283815384,577.5384866232079,5280.3080635029355,0
0.15,12,448,-4.577766329050064,788.2659385025146,5723.23980033432,0
0.13999999999999999,13,576,-4.990950912237167,821.6716610927174,6200.960193887359,0
0.18000000000000002,14,416,-5.4010312259197235,1125.749447141564,6655.609417151248,0
0.12999999999999998,15,192,-5.823469668626785,893.0772537069078,7190.573018336861,0
0.060000000000000005,16,32,-6.230436086654663,440.48498021805204,7845.932413933693,0
0.01,17,32,-6.615349113941193,71.8040414409073,8582.955666379965,0
0.01,18,0,-6.9842551946640015,92.7399630900125,9331.158518595916,0
0.0,19,0,-7.35316127538681,0.0,10104.215071570823,0
0.0,20,0,-7.718842566013336,0.0,10886.350125380397,0
0.0,21,0,-8.084523856639862,0.0,11677.338288086497,0
0.0,22,0,-8.450205147266388,0.0,12477.248914388063,0
0.0,23,0,-8.815886437892914,0.0,13286.096666843801,0
0.0,24,0,-9.18156772851944,0.0,14103.857362906348,0
0.0,25,0,-9.547249019145966,0.0,14930.479132832554,0
0.0,26,0,-9.912930309772491,0.0,15765.890399433454,0
0.0,27,0,-10.278611600399017,0.0,16610.005659349634,0
0.0,28,0,-10.644292891025543,0.0,17462.729716424925,0
0.0,29,0,-11.009974181652069,0.0,18323.96080833213,0
0.0,30,0,-11.375655472278595,0.0,19193.592931165775,0
0.0,31,0,-11.74133676290512,0.0,20071.517575945385,0
0.0,32,0,-12.107018053531647,0.0,20957.62502944675,0
0.0,33,0,-12.472699344158173,0.0,21851.805349369846,0
0.0,34,0,-12.838380634784698,0.0,22753.949094178075,0
0.0,35,0,-13.204061925411224,0.0,23663.947866892726,0
0.0,36,0,-13.56974321603775,0.0,24581.69471700885,0
0.0,37,0,-13.935424506664276,0.0,25507.08443371739,0
0.0,38,0,-14.301105797290802,0.0,26440.01375555878,0
0.0,39,0,-14.666787087917328,0.0,27380.381515663892,0
0.0,40,0,-15.032468378543854,0.0,28328.088737275462,0
0.0,41,0,-15.39814966917038,0.0,29283.038690883455,0
0.0,42,0,-15.763830959796906,0.0,30245.13692175777,0
0.0,43,0,-16.12951225042343,0.0,31214.291254714135,0
0.0,44,0,-16.495193541049957,0.0,32190.41178145289,0
0.0,45,0,-16.860874831676483,0.0,33173.41083465299,0
0.0,46,0,-17.22655612230301,0.0,34163.202952105756,0
0.0,47,0,-17.592237412929535,0.0,35159.704833471274,0
0.0,48,0,-17.95791870355606,0.0,36162.83529169134,0
0.0,49,0,-18.323599994182587,0.0,37172.515200659414,0
0.0,50,0,-18.689281284809113,0.0,38188.6674404085,0
0.0,51,0,-19.05496257543564,0.0,39211.21684080565,0
0.0,52,0,-19.420643866062164,0.0,40240.09012452906,0
0.0,53,0,-19.78632515668869,0.0,41275.21584993193,0
0.0,54,0,-20.152006447315216,0.0,42316.52435426195,0
0.0,55,0,-20.517687737941742,0.0,43363.947697596566,0
0.0,56,0,-20.883369028568268,0.0,44417.41960776729,0
0.0,57,0,-21.249050319194794,0.0,45476.875426477985,0
0.0,58,0,-21.61473160982132,0.0,46542.25205676575,0
